;property_type;state;region;lat;lon;area_m2;price_brl
656;apartment;Rio Grande do Norte;Northeast;-5.801.865;-35.207.977;100;369307.22
657;apartment;Rio Grande do Norte;Northeast;-5.814.371;-35.234.077;70;284466.37
658;apartment;Rio Grande do Norte;Northeast;-588.346;-35.180.206;53;264503.81
659;apartment;Rio Grande do Norte;Northeast;-5.824.264;-35.210.854;81;438770.13
660;house;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;219;568932.77
661;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;57;365507.86
662;apartment;Rio Grande do Norte;Northeast;-5.889.468;-35.173.622;90;333166.46
663;apartment;Rio Grande do Norte;Northeast;-5.857.302;-35.190.117;196;1397378.74
664;apartment;Rio Grande do Norte;Northeast;-5.886.699;-35.212.097;74;319400.84
665;apartment;Rio Grande do Norte;Northeast;-5.887.515;-35.171.822;56;252398.8
666;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;77;289457.01
667;apartment;Rio Grande do Norte;Northeast;-5.788.292;-35.202.212;85;399251.07
668;apartment;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;82;433014.24
669;apartment;Rio Grande do Norte;Northeast;-5.864.574;-35.212.097;;333166.46
670;apartment;Rio Grande do Norte;Northeast;-5.819.644;-35.209.047;119;449157.45
671;apartment;Rio Grande do Norte;Northeast;-5.788.958;-35.200.184;170;429194.89
672;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;107;545181.47
673;apartment;Rio Grande do Norte;Northeast;-5.818.406;-35.208.733;164;1222619.94
674;apartment;Rio Grande do Norte;Northeast;-5.818.406;-35.208.733;;1206466.43
675;apartment;Rio Grande do Norte;Northeast;-5.818.406;-35.208.733;164;1162044.24
676;apartment;Rio Grande do Norte;Northeast;-5.818.406;-35.208.733;166;1141852.31
677;apartment;Rio Grande do Norte;Northeast;-579.352;-35.200.447;;389269.77
678;apartment;Rio Grande do Norte;Northeast;-5.825.949;-35.195.614;92;419213.6
679;apartment;Rio Grande do Norte;Northeast;-5.879.033;-35.195.614;84;302878.6
680;apartment;Rio Grande do Norte;Northeast;-5.828.613;-35.219.963;98;499063.83
681;apartment;Rio Grande do Norte;Northeast;-5.795.409;-3.519.981;238;648782.97
682;house;Rio Grande do Norte;Northeast;-5.914.487;-3.522.768;208;363454.32
683;house;Rio Grande do Norte;Northeast;-579.978;-35.198.227;184;379288.51
684;apartment;Rio Grande do Norte;Northeast;-5.842.951;-35.210.602;;242302.87
685;house;Rio Grande do Norte;Northeast;-5.828.803;-35.217.594;150;598876.59
686;apartment;Rio Grande do Norte;Northeast;-5.825.949;-35.195.614;54;242302.87
687;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;70;585565.3
688;apartment;Rio Grande do Norte;Northeast;-5.794.314;-35.202.095;188;1261994.16
689;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;57;298440.15
690;house;Rio Grande do Norte;Northeast;-5.917.292;-35.217.594;240;547972.09
691;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;56;449157.45
692;house;Rio Grande do Norte;Northeast;-5.864.574;-35.212.097;236;798502.15
693;apartment;Rio Grande do Norte;Northeast;-5.818.601;-35.217.423;102;424204.24
694;apartment;Rio Grande do Norte;Northeast;-5.820.151;-35.209.772;231;697691.23
695;apartment;Rio Grande do Norte;Northeast;-5.906.662;-35.257.423;83;403838.12
696;apartment;Rio Grande do Norte;Northeast;-5.786.181;-35.189.861;164;848408.53
697;apartment;Rio Grande do Norte;Northeast;-5.822.789;-35.224.464;;353358.36
698;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;83;254714.27
699;apartment;Rio Grande do Norte;Northeast;-5.786.181;-35.189.861;86;333166.46
700;apartment;Rio Grande do Norte;Northeast;-5.781.577;-35.199.627;239;778539.59
701;apartment;Rio Grande do Norte;Northeast;-5.795.572;-35.207.481;;395966.84
702;apartment;Rio Grande do Norte;Northeast;-5.827.611;-35.219.612;95;403838.12
703;apartment;Rio Grande do Norte;Northeast;-5.817.833;-35.216.408;101;570421.37
704;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;187;757196.48
705;house;Rio Grande do Norte;Northeast;-5.879.033;-35.195.614;180;334372.75
706;apartment;Rio Grande do Norte;Northeast;-5.801.865;-35.207.977;106;299438.28
707;apartment;Rio Grande do Norte;Northeast;-5.865.048;-35.193.447;217;866028.53
708;apartment;Rio Grande do Norte;Northeast;-5.787.264;-35.199.451;191;648782.97
709;house;Rio Grande do Norte;Northeast;-5.849.835;-35.243.961;250;304589.88
710;apartment;Rio Grande do Norte;Northeast;-5.812.777;-35.221.756;160;718651.91
711;apartment;Rio Grande do Norte;Northeast;-5.793.281;-35.200.413;184;1048034.05
712;apartment;Rio Grande do Norte;Northeast;-5.786.181;-35.189.861;180;858806.6
713;apartment;Rio Grande do Norte;Northeast;-5.800.162;-35.211.533;56;249531.9
714;house;Rio Grande do Norte;Northeast;-567.654;-35.280.762;176;349344.66
715;apartment;Rio Grande do Norte;Northeast;-5.820.581;-35.222.265;107;497496.8
716;house;Rio Grande do Norte;Northeast;-586.035;-352.559;165;272590.73
717;house;Rio Grande do Norte;Northeast;-5.857.302;-35.190.117;200;555277.43
718;apartment;Rio Grande do Norte;Northeast;-5.968.059;-35.135.522;97;698689.35
719;apartment;Rio Grande do Norte;Northeast;-5.801.865;-35.207.977;130;568932.77
720;apartment;Rio Grande do Norte;Northeast;-5.786.181;-35.189.861;149;1097940.43
721;apartment;Rio Grande do Norte;Northeast;-5.792.775;-3.520.689;;519026.39
722;apartment;Rio Grande do Norte;Northeast;-5.801.001;-35.204.239;150;668745.53
723;apartment;Rio Grande do Norte;Northeast;-5.836.873;-35.213.619;57;259513.19
724;apartment;Rio Grande do Norte;Northeast;-5.823.571;-35.220.051;103;347348.41
725;apartment;Rio Grande do Norte;Northeast;-5.828.803;-35.217.594;;768558.29
726;house;Rio Grande do Norte;Northeast;-5.808.086;-35.205.593;182;459138.71
727;apartment;Rio Grande do Norte;Northeast;-5.795.572;-35.207.481;100;349344.66
728;apartment;Rio Grande do Norte;Northeast;-585.729;-35.200.165;138;369307.22
729;apartment;Rio Grande do Norte;Northeast;-5.870.971;-3.518.462;69;249531.9
730;apartment;Rio Grande do Norte;Northeast;-5.877.894;-35.176.693;54;279475.72
731;apartment;Rio Grande do Norte;Northeast;-5.863.079;-35.195.904;92;399251.07
732;apartment;Rio Grande do Norte;Northeast;-5.863.079;-35.195.904;56;299438.28
733;apartment;Rio Grande do Norte;Northeast;-5.866.949;-3.523.719;55;239550.63
734;apartment;Rio Grande do Norte;Northeast;-5.820.225;-3.521.643;160;918277.46
735;apartment;Rio Grande do Norte;Northeast;-5.790.445;-35.194.908;54;269494.46
736;apartment;Rio Grande do Norte;Northeast;-5.850.518;-35.223.087;56;249531.9
737;apartment;Rio Grande do Norte;Northeast;-5.817.227;-35.206.802;;349344.66
738;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;138;988146.4
739;apartment;Rio Grande do Norte;Northeast;-5.879.033;-35.195.614;158;269494.46
740;apartment;Rio Grande do Norte;Northeast;-5.803.198;-35.202.496;220;748595.73
741;apartment;Rio Grande do Norte;Northeast;-5.820.581;-35.222.265;;489082.54
742;apartment;Rio Grande do Norte;Northeast;-5.789.936;-35.200.417;;294447.66
743;house;Rio Grande do Norte;Northeast;-5.852.388;-35.208.324;191;697691.23
744;house;Rio Grande do Sul;South;-300.271.054;-511.304.704;188;369307.22
745;apartment;Rio Grande do Sul;South;-30.012.566;-51.136.326;;329382.13
746;apartment;Rio Grande do Sul;South;-30.039.816;-51.223.164;65;393742.15
747;apartment;Rio Grande do Sul;South;-296.968.499;-538.583.824;142;590613.26
748;apartment;Rio Grande do Sul;South;-30.038.923;-51.191.185;;499749.67
749;apartment;Rio Grande do Sul;South;-300.338.204;-511.985.963;151;818464.67
750;house;Rio Grande do Sul;South;-29.152.502;-51.169.327;;688708.09
751;apartment;Rio Grande do Sul;South;-30.034.061;-51.135.494;68;242302.87
752;house;Rio Grande do Sul;South;-29.155.334;-50.596.413;149;757196.48
753;apartment;Rio Grande do Sul;South;-2.977.441.675;-5.115.045.547;84;374559.86
754;house;Rio Grande do Sul;South;-29.663.378;-49.998.238;221;1595160.62
755;apartment;Rio Grande do Sul;South;-30.048.243;-51.205.936;76;628819.42
756;apartment;Rio Grande do Sul;South;-30.104.027;-51.230.244;57;252398.8
757;apartment;Rio Grande do Sul;South;-30.016.375;-51.200.611;86;434125.98
758;house;Rio Grande do Sul;South;-30.030.588;-51.138.939;130;383646.22
759;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;164;562944
760;apartment;Rio Grande do Sul;South;-297.053.926;-537.352.695;73;287460.77
761;apartment;Rio Grande do Sul;South;-300.941.533;-512.306.068;66;332661.66
762;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;65;504797.64
763;apartment;Rio Grande do Sul;South;-30.056.164;-51.191.223;54;348310.39
764;apartment;Rio Grande do Sul;South;-30.040.146;-51.176.842;;603738.02
765;house;Rio Grande do Sul;South;-30.111.597;-51.243.599;;718651.91
766;house;Rio Grande do Sul;South;-296.973.628;-537.679.596;170;848408.53
767;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;98;625949.09
768;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;181;856136.82
769;apartment;Rio Grande do Sul;South;-30.041.872;-51.215.961;91;484605.74
770;house;Rio Grande do Sul;South;-297.145.125;-538.029.887;120;281677.09
771;house;Rio Grande do Sul;South;-30.030.367;-51.162.155;182;1413433.48
772;house;Rio Grande do Sul;South;-30.162.401;-51.193.787;116;302878.6
773;house;Rio Grande do Sul;South;-30.072.315;-51.196.423;;531003.9
774;apartment;Rio Grande do Sul;South;-296.981.295;-538.026.839;94;429078.02
775;apartment;Rio Grande do Sul;South;-30.019.489;-51.167.549;103;960247.73
776;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;80;588895.33
777;house;Rio Grande do Sul;South;-30.114.794;-51.245.193;155;524989.57
778;house;Rio Grande do Sul;South;-29.940.557;-50.954.975;67;264503.81
779;apartment;Rio Grande do Sul;South;-29.752.766;-51.099.754;73;353358.36
780;apartment;Rio Grande do Sul;South;-30.031.361;-5.115.786;126;1009595.32
781;apartment;Rio Grande do Sul;South;-29.919.458;-50.224.442;67;242545
782;house;Rio Grande do Sul;South;-30.093.275;-51.202.991;181;751825.46
783;house;Rio Grande do Sul;South;-30.109.341;-51.223.011;178;424030.02
784;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;68;429194.89
785;apartment;Rio Grande do Sul;South;-30.034.618;-5.119.479;201;1197753.22
786;apartment;Rio Grande do Sul;South;-30.110.353;-51.223.923;71;302878.6
787;house;Rio Grande do Sul;South;-3.015.354;-51.216.373;119;519026.39
788;apartment;Rio Grande do Sul;South;-30.034.618;-5.119.479;75;434125.98
789;apartment;Rio Grande do Sul;South;-30.107.187;-51.238.651;66;444649.89
790;apartment;Rio Grande do Sul;South;-30.035.332;-51.135.017;76;429078.02
791;apartment;Rio Grande do Sul;South;-30.090.624;-51.132.404;56;319400.84
792;house;Rio Grande do Sul;South;-30.161.716;-51.202.991;136;353358.36
793;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;106;988146.4
794;apartment;Rio Grande do Sul;South;-30.038.923;-51.191.185;110;634809.18
795;apartment;Rio Grande do Sul;South;-30.010.077;-5.116.798;109;469461.81
796;apartment;Rio Grande do Sul;South;-296.931.667;-537.978.322;;301566.11
797;apartment;Rio Grande do Sul;South;-30.041.164;-51.198.071;226;777541.46
798;house;Rio Grande do Sul;South;-3.015.251;-51.217.815;239;489653.71
799;apartment;Rio Grande do Sul;South;-30.019.714;-51.167.526;112;748595.73
800;house;Rio Grande do Sul;South;-298.027.765;-500.412.631;92;239550.63
801;apartment;Rio Grande do Sul;South;-30.024.878;-51.204.952;58;323070.49
802;apartment;Rio Grande do Sul;South;-3.003.301;-51.231.701;100;636045.06
803;apartment;Rio Grande do Sul;South;-33.692.432;-53.462.025;102;540943.26
804;apartment;Rio Grande do Sul;South;-29.169.384;-51.132.404;83;284466.37
805;house;Rio Grande do Sul;South;-296.896.374;-538.648.742;124;267542.73
806;apartment;Rio Grande do Sul;South;-3.003.219;-51.223.434;103;302878.6
807;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;66;552753.1
808;apartment;Rio Grande do Sul;South;-30.045.994;-5.118.853;68;323070.49
809;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;112;722644.44
810;apartment;Rio Grande do Sul;South;-30.039.682;-51.219.501;96;648782.97
811;apartment;Rio Grande do Sul;South;-29.682.001;-53.808.643;69;284466.37
812;apartment;Rio Grande do Sul;South;-30.029.264;-51.191.223;;656236.96
813;apartment;Rio Grande do Sul;South;-30.016.375;-51.200.611;;365473.5
814;apartment;Rio Grande do Sul;South;-30.041.273;-51.204.395;74;300859.38
815;house;Rio Grande do Sul;South;-30.123.629;-51.232.658;248;837964.14
816;apartment;Rio Grande do Sul;South;-297.160.555;-538.038.504;168;706716.72
817;apartment;Rio Grande do Sul;South;-30.060.946;-51.166.382;66;418982.05
818;apartment;Rio Grande do Sul;South;-297.098.528;-537.280.093;60;252398.8
819;apartment;Rio Grande do Sul;South;-296.997.659;-538.143.808;125;585565.3
820;apartment;Rio Grande do Sul;South;-297.050.721;-538.160.066;65;256437.19
821;house;Rio Grande do Sul;South;-30.161.716;-51.202.991;134;323070.49
822;apartment;Rio Grande do Sul;South;-30.036.165;-51.189.587;85;827868.17
823;apartment;Rio Grande do Sul;South;-30.128.674;-51.234.386;128;768558.29
824;apartment;Rio Grande do Sul;South;-30.032.043;-51.178.146;90;733623.82
825;apartment;Rio Grande do Sul;South;-30.030.844;-51.234.386;72;329382.13
826;apartment;Rio Grande do Sul;South;-2.933.136;-49.803.558;129;444221.95
827;apartment;Rio Grande do Sul;South;-30.104.027;-51.230.244;72;353358.36
828;apartment;Rio Grande do Sul;South;-30.040.146;-51.176.842;120;434125.98
829;apartment;Rio Grande do Sul;South;-296.850.744;-537.955.275;;400809.33
830;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;87;522145.15
831;apartment;Rio Grande do Sul;South;-30.060.946;-51.166.382;92;302878.6
832;apartment;Rio Grande do Sul;South;-30.062.782;-51.175.632;92;264503.81
833;apartment;Rio Grande do Sul;South;-30.029.697;-51.202.991;175;735320.65
834;apartment;Rio Grande do Sul;South;-30.056.164;-51.191.223;69;540985.19
835;house;Rio Grande do Sul;South;-296.820.717;-538.140.654;217;696620.79
836;apartment;Rio Grande do Sul;South;-29.692.613;-537.983.367;54;262494.77
837;house;Rio Grande do Sul;South;-30.028.505;-51.155.067;166;959115.56
838;house;Rio Grande do Sul;South;-300.882.437;-512.336.367;158;598876.59
839;house;Rio Grande do Sul;South;-30.080.242;-51.225.227;119;349344.66
840;house;Rio Grande do Sul;South;-30.104.511;-511.959.848;;585565.3
841;house;Rio Grande do Sul;South;-30.409.904;-51.388.973;224;762244.48
842;house;Rio Grande do Sul;South;-30.077.648;-51.206.123;91;383646.22
843;house;Rio Grande do Sul;South;-300.370.538;-511.405.809;181;605757.2
844;apartment;Rio Grande do Sul;South;-30.026.922;-51.211.262;237;1413433.48
845;house;Rio Grande do Sul;South;-29.815.346;-50.070.118;151;454317.88
846;apartment;Rio Grande do Sul;South;-30.041.872;-51.215.961;85;300859.38
847;house;Rio Grande do Sul;South;-29.919.458;-50.224.442;155;378290.39
848;apartment;Rio Grande do Sul;South;-29.400.955;-50.908.092;122;898539.83
849;apartment;Rio Grande do Sul;South;-30.030.624;-51.226.082;227;454317.88
850;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;78;378290.39
851;apartment;Rio Grande do Sul;South;-300.292.904;-512.332.261;;738614.47
852;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;97;555277.43
853;apartment;Rio Grande do Sul;South;-297.069.686;-537.181.693;68;282686.67
854;apartment;Rio Grande do Sul;South;-3.005.051;-51.188.564;64;289753.84
855;house;Rio Grande do Sul;South;-30.128.674;-51.234.386;146;888333.61
856;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;60;444221.95
857;house;Rio Grande do Sul;South;-30.026.457;-51.175.076;;1347472.36
858;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;63;413833.1
859;apartment;Rio Grande do Sul;South;-30.101.278;-51.237.732;59;328588.59
860;house;Rio Grande do Sul;South;-300.705.341;-512.166.486;108;429194.89
861;apartment;Rio Grande do Sul;South;-30.046.354;-51.191.242;131;898539.83
862;apartment;Rio Grande do Sul;South;-3.003.804;-51.213.978;108;484605.74
863;apartment;Rio Grande do Sul;South;-30.068.808;-51.238.083;118;642102.63
864;apartment;Rio Grande do Sul;South;-30.008.636;-51.191.429;147;906616.62
865;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;94;424204.24
866;apartment;Rio Grande do Sul;South;-30.039.816;-51.223.164;66;359325.95
867;apartment;Rio Grande do Sul;South;-29.847.461;-511.683.223;148;535304.83
868;house;Rio Grande do Sul;South;-296.920.927;-524.388.595;170;535085.5
869;apartment;Rio Grande do Sul;South;-30.031.361;-5.115.786;54;333166.46
870;apartment;Rio Grande do Sul;South;-30.045.527;-5.119.289;87;791515.25
871;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;73;565373.37
872;apartment;Rio Grande do Sul;South;-296.906.402;-538.080.576;60;263504.37
873;apartment;Rio Grande do Sul;South;-300.878.125;-51.211.011;59;282686.67
874;apartment;Rio Grande do Sul;South;-30.046.061;-51.225.681;69;379288.51
875;apartment;Rio Grande do Sul;South;-30.033.644;-51.203.403;80;757196.48
876;apartment;Rio Grande do Sul;South;-296.992.724;-538.104.396;139;642102.63
877;house;Rio Grande do Sul;South;-30.210.297;-51.111.507;149;429194.89
878;apartment;Rio Grande do Sul;South;-296.833.751;-538.013.123;205;920750.94
879;apartment;Rio Grande do Sul;South;-300.285.272;-51.212.471;68;474110.62
880;house;Rio Grande do Sul;South;-30.129.536;-51.232.632;161;428196.77
881;apartment;Rio Grande do Sul;South;-30.005.852;-511.311;140;590613.26
882;house;Rio Grande do Sul;South;-30.162.785;-51.197.601;84;333166.46
883;house;Rio Grande do Sul;South;-30.185.879;-51.153.313;119;271581.13
884;apartment;Rio Grande do Sul;South;-29.975.916;-51.193.546;66;339995.34
885;apartment;Rio Grande do Sul;South;-29.815.346;-50.070.118;;313359.19
886;apartment;Rio Grande do Sul;South;-3.004.143;-51.186.394;87;388694.19
887;apartment;Rio Grande do Sul;South;-30.036.882;-51.200.722;121;424534.82
888;apartment;Rio Grande do Sul;South;-2.917.368.474;-5.152.311.013;77;363454.32
889;apartment;Rio Grande do Sul;South;-30.090.792;-51.223.923;61;241546.88
890;apartment;Rio Grande do Sul;South;-30.104.361;-51.252.487;129;730664.32
891;house;Rio Grande do Sul;South;-297.756.011;-511.524.303;173;605757.2
892;apartment;Rio Grande do Sul;South;-30.044.786;-51.210.274;153;648782.97
893;house;Rio Grande do Sul;South;-29.791.277;-511.507;174;403838.12
894;apartment;Rio Grande do Sul;South;-30.068.159;-51.229.153;78;343262.39
895;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;68;529007.65
896;apartment;Rio Grande do Sul;South;-3.003.548;-51.191.505;;1126195.48
897;apartment;Rio Grande do Sul;South;-30.014.015;-51.175.533;87;537104.72
898;apartment;Rio Grande do Sul;South;-30.019.249;-51.209.675;74;378598.22
899;apartment;Rio Grande do Sul;South;-300.108.775;-511.659.918;115;383646.22
900;apartment;Rio Grande do Sul;South;-30.021.929;-51.191.223;119;585565.3
901;apartment;Rio Grande do Sul;South;-30.030.844;-51.234.386;53;379288.51
902;apartment;Rio Grande do Sul;South;-29.975.916;-51.193.546;65;404241.69
903;house;Rio Grande do Sul;South;-30.039.631;-51.119.343;134;424030.02
904;house;Rio Grande do Sul;South;-300.084.567;-511.055.659;239;563942.12
905;apartment;Rio Grande do Sul;South;-296.849.603;-538.168.901;126;373550.26
906;apartment;Rio Grande do Sul;South;-30.031.038;-51.217.381;91;666332.92
907;apartment;Rio Grande do Sul;South;-30.014.015;-51.175.533;110;898314.91
908;apartment;Rio Grande do Sul;South;-30.076.696;-5.123.962;120;668745.53
909;apartment;Rio Grande do Sul;South;-30.107.187;-51.238.651;;418982.05
910;apartment;Rio Grande do Sul;South;-30.034.618;-5.119.479;145;797580.31
911;house;Rio Grande do Sul;South;-30.106.033;-51.214.893;169;763567.68
912;apartment;Rio Grande do Sul;South;-30.015.366;-51.193.504;101;1097940.43
913;house;Rio Grande do Sul;South;-30.038.908;-51.164.185;209;698689.35
914;apartment;Rio Grande do Sul;South;-30.045.527;-5.119.289;73;548970.21
915;apartment;Rio Grande do Sul;South;-30.046.061;-51.225.681;71;428068.41
916;apartment;Rio Grande do Sul;South;-30.005.852;-511.311;80;518555.43
917;house;Rio Grande do Sul;South;-29.949.872;-511.844.381;199;444221.95
918;apartment;Rio Grande do Sul;South;-296.984.605;-538.076.084;79;374297.86
919;house;Rio Grande do Sul;South;-30.147.711;-51.216.839;118;389269.77
920;apartment;Rio Grande do Sul;South;-30.032.043;-51.178.146;93;686524.82
921;apartment;Rio Grande do Sul;South;-30.035.332;-51.135.017;126;434185.54
922;house;Rio Grande do Sul;South;-300.742.523;-511.998.274;;531003.9
923;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;64;277638.7
924;apartment;Rio Grande do Sul;South;-30.022.511;-51.161.591;109;1177790.66
925;apartment;Rio Grande do Sul;South;-297.070.729;-537.177.243;53;279475.72
926;house;Rio Grande do Sul;South;-30.014.015;-51.175.533;151;535085.5
927;apartment;Rio Grande do Sul;South;-297.029.348;-53.716.287;60;348145.82
928;apartment;Rio Grande do Sul;South;-30.046.061;-51.225.681;;1646910.68
929;apartment;Rio Grande do Sul;South;-296.980.861;-538.099.825;72;330137.67
930;house;Rio Grande do Sul;South;-2.933.136;-49.803.558;97;318022.53
931;apartment;Rio Grande do Sul;South;-30.120.537;-51.225.018;104;822162.73
932;apartment;Rio Grande do Sul;South;-30.023.117;-51.216.625;105;388694.19
933;apartment;Rio Grande do Sul;South;-30.030.418;-51.187.057;;1277603.42
934;apartment;Rio Grande do Sul;South;-300.404.696;-512.225.827;103;337204.82
935;house;Rio Grande do Sul;South;-30.161.716;-51.202.991;124;424030.02
936;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;94;628820.41
937;apartment;Rio Grande do Sul;South;-30.041.092;-51.221.848;110;353358.36
938;apartment;Rio Grande do Sul;South;-30.040.722;-5.121.077;;327385.85
939;apartment;Rio Grande do Sul;South;-30.016.756;-51.207.436;55;423206.12
940;apartment;Rio Grande do Sul;South;-2.968.976.374;-5.380.839.413;97;464413.85
941;apartment;Rio Grande do Sul;South;-2.933.136;-49.803.558;140;656236.96
942;house;Rio Grande do Sul;South;-30.161.753;-51.161.156;149;568720.16
943;apartment;Rio Grande do Sul;South;-30.019.569;-51.149.391;66;363454.32
944;apartment;Rio Grande do Sul;South;-3.003.548;-51.191.505;172;1110554.87
945;apartment;Rio Grande do Sul;South;-30.034.859;-51.144.165;;272590.73
946;apartment;Rio Grande do Sul;South;-30.019.997;-51.170.139;73;479101.27
947;house;Rio Grande do Sul;South;-30.113.007;-51.219.631;144;454317.88
948;house;Rio Grande do Sul;South;-30.161.716;-51.202.991;199;578914.03
949;apartment;Rio Grande do Sul;South;-3.003.949;-51.189.323;119;1331678.99
950;house;Rio Grande do Sul;South;-300.248.108;-512.149.583;210;778539.59
951;house;Rio Grande do Sul;South;-301.641.535;-511.437.688;250;299438.28
952;apartment;Rio Grande do Sul;South;-296.871.895;-538.090.582;60;263504.37
953;apartment;Rio Grande do Sul;South;-29.663.378;-49.998.238;74;444221.95
954;apartment;Rio Grande do Sul;South;-30.056.164;-51.191.223;67;538988.95
955;apartment;Rio Grande do Sul;South;-30.057.297;-51.155.926;86;493692.1
956;apartment;Rio Grande do Sul;South;-30.152.109;-51.221.676;56;247350.84
957;apartment;Rio Grande do Sul;South;-3.003.809;-5.120.953;73;323070.49
958;apartment;Rio Grande do Sul;South;-300.224.742;-512.067.382;162;796505.87
959;house;Rio Grande do Sul;South;-30.154.736;-51.199.512;135;479101.27
960;apartment;Rio Grande do Sul;South;-29.923.746;-50.983.643;75;272590.73
961;apartment;Rio Grande do Sul;South;-30.060.946;-51.166.382;65;376579.04
962;apartment;Rio Grande do Sul;South;-3.005.298;-51.193.569;74;393742.15
963;apartment;Rio Grande do Sul;South;-30.081.381;-51.205.845;54;277638.7
964;apartment;Rio Grande do Sul;South;-30.004.568;-5.116.246;172;644121.81
965;apartment;Rio Grande do Sul;South;-30.046.341;-51.198.322;81;600709.23
966;apartment;Rio Grande do Sul;South;-300.353.388;-512.000.099;153;1504297.06
967;house;Rio Grande do Sul;South;-30.094.461;-51.221.725;189;638801.71
968;house;Rio Grande do Sul;South;-301.289.269;-512.358.685;;978165.11
969;house;Rio Grande do Sul;South;-30.039.631;-51.119.343;97;434125.98
970;apartment;Rio Grande do Sul;South;-296.973.534;-538.039.724;84;312974.53
971;apartment;Rio Grande do Sul;South;-30.110.353;-51.223.923;;353358.36
972;apartment;Rio Grande do Sul;South;-30.034.859;-51.144.165;;775424.41
973;apartment;Rio Grande do Sul;South;-30.041.273;-51.204.395;197;852401.02
974;apartment;Rio Grande do Sul;South;-30.030.844;-51.234.386;72;279475.72
975;house;Rio Grande do Sul;South;-30.012.566;-51.136.326;105;292782.63
976;apartment;Rio Grande do Sul;South;-296.889.493;-538.212.442;183;646140.99
977;apartment;Rio Grande do Sul;South;-30.029.697;-51.202.991;91;717356.86
978;apartment;Rio Grande do Sul;South;-2.969.535.955;-5.380.444.771;123;687517.31
979;apartment;Rio Grande do Sul;South;-30.005.852;-511.311;58;242302.87
980;house;Rio Grande do Sul;South;-30.130.329;-51.229.183;;738614.47
981;apartment;Rio Grande do Sul;South;-30.080.242;-51.225.227;60;494701.71
982;apartment;Rio Grande do Sul;South;-30.038.136;-51.188.606;92;499063.83
983;apartment;Rio Grande do Sul;South;-297.004.535;-538.140.913;122;561335.01
984;apartment;Rio Grande do Sul;South;-30.006.578;-511.507;83;548970.21
985;house;Rio Grande do Sul;South;-30.019.997;-51.170.139;229;998127.67
986;apartment;Rio Grande do Sul;South;-3.005.175;-51.182.068;165;1247659.6
987;apartment;Rio Grande do Sul;South;-30.090.624;-51.132.404;55;373550.26
988;apartment;Rio Grande do Sul;South;-300.015.869;-511.436.098;58;279475.72
989;house;Rio Grande do Sul;South;-30.102.657;-51.234.093;99;349344.66
990;apartment;Rio Grande do Sul;South;-30.030.844;-51.234.386;66;269494.46
991;apartment;Rio Grande do Sul;South;-30.031.038;-51.217.381;76;565373.37
992;apartment;Rio Grande do Sul;South;-30.024.475;-51.196.865;88;575469.33
993;apartment;Rio Grande do Sul;South;-296.952.115;-537.988.969;76;349344.66
994;apartment;Rio Grande do Sul;South;-297.052.588;-538.054.271;;239550.63
995;apartment;Rio Grande do Sul;South;-29.973.013;-51.124.569;90;302878.6
996;apartment;Rio Grande do Sul;South;-30.041.872;-51.215.961;69;252398.8
997;apartment;Rio Grande do Sul;South;-29.920.921;-51.171.612;76;489082.54
998;apartment;Rio Grande do Sul;South;-297.050.721;-538.160.066;57;251389.23
999;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;159;681476.85
1000;house;Rio Grande do Sul;South;-301.403.411;-512.225.505;163;504797.64
1001;apartment;Rio Grande do Sul;South;-29.704.535;-537.173.146;61;254522.54
1002;apartment;Rio Grande do Sul;South;-30.015.261;-51.165.073;70;449157.45
