"Cisp";"Ano";"Mês";"Titulo";"Sexo";"Cor";"Idade";"Vítimas"
"25";"2022";"3";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"25";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"25";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"25";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"25";"2022";"4";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"25";"2022";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"25";"2022";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"25";"2022";"5";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"25";"2022";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"25";"2022";"7";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"25";"2022";"9";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"25";"2022";"11";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"25";"2023";"1";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"25";"2023";"2";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"25";"2023";"2";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"25";"2023";"2";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"60 anos ou mais";1
"25";"2023";"2";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"25";"2023";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"25";"2023";"4";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"25";"2023";"4";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"25";"2023";"4";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"25";"2023";"5";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"25";"2023";"5";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"25";"2023";"5";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"25";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"25";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"25";"2023";"6";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"25";"2023";"6";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"25";"2023";"7";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";2
"25";"2023";"7";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"25";"2023";"8";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"25";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"25";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"25";"2023";"9";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"26";"2022";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"26";"2022";"2";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"26";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"26";"2022";"3";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"26";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"26";"2022";"3";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"26";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"26";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"26";"2022";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"26";"2022";"5";"Injúria por preconceito";"Masculino";"Parda";"0 a 17 anos";1
"26";"2022";"5";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"26";"2022";"5";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"26";"2022";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"26";"2022";"7";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"26";"2022";"9";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"26";"2022";"10";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"26";"2022";"10";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"26";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"26";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"26";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"26";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"26";"2023";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"26";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"26";"2023";"4";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"0 a 17 anos";1
"26";"2023";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"26";"2023";"5";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"26";"2023";"5";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"26";"2023";"5";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"26";"2023";"5";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"0 a 17 anos";1
"26";"2023";"6";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"26";"2023";"6";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"26";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"26";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Não informada";"0 a 17 anos";1
"26";"2023";"7";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"26";"2023";"8";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"26";"2023";"9";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"27";"2022";"1";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"27";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2022";"3";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"27";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2022";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2022";"6";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";2
"27";"2022";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2022";"7";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2022";"7";"Injúria por preconceito";"Masculino";"Não informada";"60 anos ou mais";1
"27";"2022";"7";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"27";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2022";"9";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"27";"2022";"9";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"27";"2022";"9";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";2
"27";"2022";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"27";"2022";"9";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"0 a 17 anos";1
"27";"2022";"9";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"27";"2022";"9";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"27";"2022";"10";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"27";"2022";"10";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"27";"2022";"11";"Injúria por preconceito";"Masculino";"Parda";"60 anos ou mais";2
"27";"2022";"11";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2022";"11";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";2
"27";"2022";"11";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"60 anos ou mais";1
"27";"2022";"12";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"27";"2023";"1";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"27";"2023";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2023";"1";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2023";"1";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"27";"2023";"1";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"27";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"27";"2023";"4";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"27";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2023";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"27";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"60 anos ou mais";1
"27";"2023";"5";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"27";"2023";"6";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"27";"2023";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"27";"2023";"7";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"27";"2023";"7";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"27";"2023";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"27";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"27";"2023";"9";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"28";"2022";"1";"Injúria por preconceito";"Não informado";"Não informada";"Sem informação";1
"28";"2022";"1";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"28";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"28";"2022";"2";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"28";"2022";"2";"Injúria por preconceito";"Masculino";"Parda";"60 anos ou mais";1
"28";"2022";"2";"Injúria por preconceito";"Não informado";"Não informada";"Sem informação";1
"28";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"28";"2022";"4";"Injúria por preconceito";"Masculino";"Parda";"0 a 17 anos";1
"28";"2022";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"28";"2022";"5";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"60 anos ou mais";1
"28";"2022";"6";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"28";"2022";"7";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"28";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"28";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"28";"2022";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"28";"2022";"11";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"28";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"28";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"28";"2022";"12";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"28";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"28";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"28";"2023";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"28";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"28";"2023";"4";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"28";"2023";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"28";"2023";"5";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"28";"2023";"5";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"28";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"28";"2023";"7";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"28";"2023";"7";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"28";"2023";"8";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"28";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"28";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"28";"2023";"9";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"29";"2022";"2";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"29";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"29";"2022";"3";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"29";"2022";"3";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"29";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"29";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2022";"4";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"29";"2022";"4";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"29";"2022";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"29";"2022";"5";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"29";"2022";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2022";"7";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"29";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2022";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"29";"2022";"9";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"29";"2022";"10";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"29";"2022";"10";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"29";"2022";"10";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"29";"2022";"11";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"29";"2022";"11";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"29";"2022";"12";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"29";"2022";"12";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2022";"12";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"29";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"60 anos ou mais";1
"29";"2022";"12";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"29";"2023";"1";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";2
"29";"2023";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2023";"1";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"29";"2023";"1";"Injúria por preconceito";"Masculino";"Não informada";"60 anos ou mais";1
"29";"2023";"1";"Preconceito de Raça ou de Cor";"Não informado";"Não informada";"Sem informação";1
"29";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"Sem informação";1
"29";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"29";"2023";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2023";"3";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"29";"2023";"4";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"29";"2023";"4";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"29";"2023";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"29";"2023";"5";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"29";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"29";"2023";"6";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"29";"2023";"6";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"29";"2023";"6";"Injúria por preconceito";"Masculino";"Negra";"60 anos ou mais";1
"29";"2023";"7";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"29";"2023";"7";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"29";"2023";"8";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"29";"2023";"9";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"29";"2023";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"29";"2023";"9";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"60 anos ou mais";1
"30";"2022";"1";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"30";"2022";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"30";"2022";"3";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"30";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"30";"2022";"5";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"30";"2022";"6";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"30";"2022";"7";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"30";"2022";"8";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"30";"2022";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"30";"2022";"9";"Injúria por preconceito";"Feminino";"Não informada";"18 a 59 anos";1
"30";"2022";"9";"Preconceito de Raça ou de Cor";"Feminino";"Não informada";"18 a 59 anos";1
"30";"2022";"10";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"30";"2022";"11";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"30";"2022";"11";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"30";"2022";"11";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"30";"2022";"11";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"30";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"30";"2022";"12";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"30";"2022";"12";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"30";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"30";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"30";"2023";"3";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"30";"2023";"3";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"30";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"30";"2023";"5";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"30";"2023";"6";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"30";"2023";"6";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"30";"2023";"7";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"30";"2023";"7";"Injúria por preconceito";"Feminino";"Não informada";"60 anos ou mais";1
"30";"2023";"7";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"30";"2023";"8";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"30";"2023";"8";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"30";"2023";"9";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"30";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"31";"2022";"3";"Injúria por preconceito";"Masculino";"Branca";"60 anos ou mais";1
"31";"2022";"5";"Injúria por preconceito";"Masculino";"Não informada";"18 a 59 anos";1
"31";"2022";"5";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"0 a 17 anos";1
"31";"2022";"6";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"31";"2022";"6";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"31";"2022";"7";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"31";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"31";"2022";"10";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"31";"2022";"10";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"31";"2022";"10";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"31";"2022";"10";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"0 a 17 anos";1
"31";"2022";"12";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"31";"2022";"12";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"31";"2023";"1";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";1
"31";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";2
"31";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"31";"2023";"3";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"31";"2023";"3";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"31";"2023";"3";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"31";"2023";"5";"Injúria por preconceito";"Masculino";"Não informada";"18 a 59 anos";1
"31";"2023";"5";"Injúria por preconceito";"Não informado";"Branca";"18 a 59 anos";1
"31";"2023";"5";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"31";"2023";"6";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"0 a 17 anos";1
"31";"2023";"6";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"0 a 17 anos";1
"31";"2023";"7";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"31";"2023";"8";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"31";"2023";"8";"Preconceito de Raça ou de Cor";"Masculino";"Branca";"18 a 59 anos";1
"31";"2023";"8";"Preconceito de Raça ou de Cor";"Masculino";"Parda";"18 a 59 anos";1
"31";"2023";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"31";"2023";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"32";"2022";"1";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";4
"32";"2022";"1";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";3
"32";"2022";"1";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";3
"32";"2022";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"32";"2022";"3";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"32";"2022";"3";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"32";"2022";"3";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"3";"Preconceito de Raça ou de Cor";"Masculino";"Negra";"18 a 59 anos";1
"32";"2022";"5";"Injúria por preconceito";"Feminino";"Parda";"0 a 17 anos";1
"32";"2022";"5";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"32";"2022";"5";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"32";"2022";"5";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"5";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"32";"2022";"6";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";3
"32";"2022";"6";"Preconceito de Raça ou de Cor";"Feminino";"Parda";"18 a 59 anos";1
"32";"2022";"7";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"32";"2022";"7";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";4
"32";"2022";"7";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"32";"2022";"8";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"32";"2022";"8";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"8";"Injúria por preconceito";"Masculino";"Branca";"18 a 59 anos";2
"32";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"32";"2022";"8";"Injúria por preconceito";"Masculino";"Negra";"60 anos ou mais";1
"32";"2022";"9";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"9";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";2
"32";"2022";"10";"Injúria por preconceito";"Feminino";"Branca";"60 anos ou mais";1
"32";"2022";"10";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"10";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"32";"2022";"10";"Preconceito de Raça ou de Cor";"Feminino";"Branca";"18 a 59 anos";1
"32";"2022";"10";"Preconceito de Raça ou de Cor";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"11";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"32";"2022";"11";"Injúria por preconceito";"Feminino";"Parda";"60 anos ou mais";1
"32";"2022";"11";"Injúria por preconceito";"Feminino";"Negra";"18 a 59 anos";1
"32";"2022";"12";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"32";"2022";"12";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"32";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"0 a 17 anos";1
"32";"2022";"12";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"32";"2023";"1";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"32";"2023";"1";"Injúria por preconceito";"Masculino";"Parda";"18 a 59 anos";1
"32";"2023";"1";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
"32";"2023";"2";"Injúria por preconceito";"Feminino";"Branca";"18 a 59 anos";1
"32";"2023";"2";"Injúria por preconceito";"Feminino";"Parda";"18 a 59 anos";1
"32";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"0 a 17 anos";1
"32";"2023";"2";"Injúria por preconceito";"Feminino";"Negra";"60 anos ou mais";1
"32";"2023";"2";"Injúria por preconceito";"Masculino";"Negra";"18 a 59 anos";1
